card_id,local_id,card_name,set_name,set_id,category,rarity,hp,types,stage,description,illustrator,image_url,image_filename,variants,attacks,weaknesses,retreat_cost,boosters,legal,source,updated
A1-272,272,Sabrina,Genetic Apex,A1,Trainer,Two Star,,,,,GIDORA,https://assets.tcgdex.net/en/tcgp/A1/272,A1_272.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,"[{""id"": ""boo_A1-charizard"", ""name"": ""Charizard""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-273,273,Lt. Surge,Genetic Apex,A1,Trainer,Two Star,,,,,nagimiso,https://assets.tcgdex.net/en/tcgp/A1/273,A1_273.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,"[{""id"": ""boo_A1-pikachu"", ""name"": ""Pikachu""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-274,274,Moltres ex,Genetic Apex,A1,Pokemon,Two Star,140,Fire,Basic,,hncl,https://assets.tcgdex.net/en/tcgp/A1/274,A1_274.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fire""], ""name"": ""Inferno Dance"", ""effect"": ""Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pok\u00e9mon in any way you like.""}, {""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Heat Blast"", ""damage"": ""70""}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-charizard"", ""name"": ""Charizard""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-275,275,Articuno ex,Genetic Apex,A1,Pokemon,Two Star,140,Water,Basic,,kodama,https://assets.tcgdex.net/en/tcgp/A1/275,A1_275.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Water"", ""Colorless""], ""name"": ""Ice Wing"", ""damage"": ""40""}, {""cost"": [""Water"", ""Water"", ""Water""], ""name"": ""Blizzard"", ""effect"": ""This attack also does 10 damage to each of your opponent's Benched Pok\u00e9mon."", ""damage"": ""80""}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-mewtwo"", ""name"": ""Mewtwo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-276,276,Zapdos ex,Genetic Apex,A1,Pokemon,Two Star,130,Lightning,Basic,,GOSSAN,https://assets.tcgdex.net/en/tcgp/A1/276,A1_276.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Lightning""], ""name"": ""Peck"", ""damage"": ""20""}, {""cost"": [""Lightning"", ""Lightning"", ""Lightning""], ""name"": ""Thundering Hurricane"", ""effect"": ""Flip 4 coins. This attack does 50 damage for each heads."", ""damage"": ""50\u00d7""}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-pikachu"", ""name"": ""Pikachu""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-277,277,Gengar ex,Genetic Apex,A1,Pokemon,Two Star,170,Psychic,Stage2,,NC Empire,https://assets.tcgdex.net/en/tcgp/A1/277,A1_277.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Psychic"", ""Psychic""], ""name"": ""Spooky Shot"", ""damage"": ""100""}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-mewtwo"", ""name"": ""Mewtwo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-278,278,Machamp ex,Genetic Apex,A1,Pokemon,Two Star,180,Fighting,Stage2,,AKIRA EGAWA,https://assets.tcgdex.net/en/tcgp/A1/278,A1_278.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Fighting"", ""Fighting""], ""name"": ""Mega Punch"", ""damage"": ""120""}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A1-charizard"", ""name"": ""Charizard""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-279,279,Wigglytuff ex,Genetic Apex,A1,Pokemon,None,140,Colorless,Stage1,,Shibuzoh.,https://assets.tcgdex.net/en/tcgp/A1/279,A1_279.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Sleepy Song"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep."", ""damage"": ""80""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-pikachu"", ""name"": ""Pikachu""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-280,280,Charizard ex,Genetic Apex,A1,Pokemon,Three Star,180,Fire,Stage2,,kantaro,https://assets.tcgdex.net/en/tcgp/A1/280,A1_280.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Slash"", ""damage"": ""60""}, {""cost"": [""Fire"", ""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Crimson Storm"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon."", ""damage"": ""200""}]","[{""type"": ""Water"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-charizard"", ""name"": ""Charizard""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-281,281,Pikachu ex,Genetic Apex,A1,Pokemon,Three Star,120,Lightning,Basic,,Ryota Murayama,https://assets.tcgdex.net/en/tcgp/A1/281,A1_281.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Lightning"", ""Lightning""], ""name"": ""Circle Circuit"", ""effect"": ""This attack does 30 damage for each of your Benched {L} Pok\u00e9mon."", ""damage"": ""30\u00d7""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A1-pikachu"", ""name"": ""Pikachu""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-282,282,Mewtwo ex,Genetic Apex,A1,Pokemon,Three Star,150,Psychic,Basic,,Nurikabe,https://assets.tcgdex.net/en/tcgp/A1/282,A1_282.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Psychic Sphere"", ""damage"": ""50""}, {""cost"": [""Psychic"", ""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Psydrive"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon."", ""damage"": ""150""}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-mewtwo"", ""name"": ""Mewtwo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-283,283,Mew,Genetic Apex,A1,Pokemon,Three Star,60,Psychic,Basic,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",Amelicart,https://assets.tcgdex.net/en/tcgp/A1/283,A1_283.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic""], ""name"": ""Psy Report"", ""effect"": ""Your opponent reveals their hand."", ""damage"": ""20""}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-284,284,Charizard ex,Genetic Apex,A1,Pokemon,Crown,180,Fire,Stage2,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A1/284,A1_284.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Slash"", ""damage"": ""60""}, {""cost"": [""Fire"", ""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Crimson Storm"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon."", ""damage"": ""200""}]","[{""type"": ""Water"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-mewtwo"", ""name"": ""Mewtwo""}, {""id"": ""boo_A1-charizard"", ""name"": ""Charizard""}, {""id"": ""boo_A1-pikachu"", ""name"": ""Pikachu""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-285,285,Pikachu ex,Genetic Apex,A1,Pokemon,Crown,120,Lightning,Basic,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A1/285,A1_285.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Lightning"", ""Lightning""], ""name"": ""Circle Circuit"", ""effect"": ""This attack does 30 damage for each of your Benched {L} Pok\u00e9mon."", ""damage"": ""30\u00d7""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A1-mewtwo"", ""name"": ""Mewtwo""}, {""id"": ""boo_A1-charizard"", ""name"": ""Charizard""}, {""id"": ""boo_A1-pikachu"", ""name"": ""Pikachu""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A1-286,286,Mewtwo ex,Genetic Apex,A1,Pokemon,Crown,150,Psychic,Basic,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A1/286,A1_286.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Psychic Sphere"", ""damage"": ""50""}, {""cost"": [""Psychic"", ""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Psydrive"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon."", ""damage"": ""150""}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A1-mewtwo"", ""name"": ""Mewtwo""}, {""id"": ""boo_A1-charizard"", ""name"": ""Charizard""}, {""id"": ""boo_A1-pikachu"", ""name"": ""Pikachu""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-001,001,Potion,Promos-A,P-A,Trainer,None,,,,,5ban Graphics,https://assets.tcgdex.net/en/tcgp/P-A/001,P_A_001.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-002,002,X Speed,Promos-A,P-A,Trainer,None,,,,,Toyste Beach,https://assets.tcgdex.net/en/tcgp/P-A/002,P_A_002.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-003,003,Hand Scope,Promos-A,P-A,Trainer,None,,,,,Toyste Beach,https://assets.tcgdex.net/en/tcgp/P-A/003,P_A_003.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-004,004,Pokédex,Promos-A,P-A,Trainer,None,,,,,Ryo Ueda,https://assets.tcgdex.net/en/tcgp/P-A/004,P_A_004.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-005,005,Poké Ball,Promos-A,P-A,Trainer,None,,,,,Ryo Ueda,https://assets.tcgdex.net/en/tcgp/P-A/005,P_A_005.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-006,006,Red Card,Promos-A,P-A,Trainer,None,,,,,5ban Graphics,https://assets.tcgdex.net/en/tcgp/P-A/006,P_A_006.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-007,007,Professor's Research,Promos-A,P-A,Trainer,None,,,,,Naoki Saito,https://assets.tcgdex.net/en/tcgp/P-A/007,P_A_007.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-008,008,Pokédex,Promos-A,P-A,Trainer,None,,,,,Yuu Nishida,https://assets.tcgdex.net/en/tcgp/P-A/008,P_A_008.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}",[],[],,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-009,009,Pikachu,Promos-A,P-A,Pokemon,None,60,Lightning,Basic,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",Atsushi Furusawa,https://assets.tcgdex.net/en/tcgp/P-A/009,P_A_009.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Lightning""], ""name"": ""Gnaw"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-010,010,Mewtwo,Promos-A,P-A,Pokemon,None,120,Psychic,Basic,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,Krgc,https://assets.tcgdex.net/en/tcgp/P-A/010,P_A_010.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Power Blast"", ""effect"": ""Discard 2 {P} Energy from this Pok\u00e9mon."", ""damage"": 120}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-011,011,Chansey,Promos-A,P-A,Pokemon,None,120,Colorless,Basic,This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,sowsow,https://assets.tcgdex.net/en/tcgp/P-A/011,P_A_011.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""name"": ""Gentle Slap"", ""damage"": 60}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",3,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-012,012,Meowth,Promos-A,P-A,Pokemon,None,60,Colorless,Basic,"All it does is sleep during the daytime. At night, it patrols its territory with its eyes aglow.",Shigenori Negishi,https://assets.tcgdex.net/en/tcgp/P-A/012,P_A_012.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Pay Day"", ""effect"": ""Draw a card."", ""damage"": 10}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-013,013,Butterfree,Promos-A,P-A,Pokemon,None,120,Grass,Stage2,"In battle, it flaps its wings at great speed to release highly toxic dust into the air.",miki kudo,https://assets.tcgdex.net/en/tcgp/P-A/013,P_A_013.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Gust"", ""damage"": 60}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol1"", ""name"": ""Vol. 1""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-014,014,Lapras ex,Promos-A,P-A,Pokemon,None,140,Water,Basic,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/P-A/014,P_A_014.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Water"", ""Water"", ""Colorless""], ""name"": ""Bubble Drain"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon."", ""damage"": 80}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",3,"[{""id"": ""boo_P-A-vol1"", ""name"": ""Vol. 1""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-015,015,Pikachu,Promos-A,P-A,Pokemon,None,60,Lightning,Basic,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",Kouki Saitou,https://assets.tcgdex.net/en/tcgp/P-A/015,P_A_015.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Lightning""], ""name"": ""Gnaw"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol1"", ""name"": ""Vol. 1""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-016,016,Clefairy,Promos-A,P-A,Pokemon,None,60,Psychic,Basic,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,Shibuzoh.,https://assets.tcgdex.net/en/tcgp/P-A/016,P_A_016.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic""], ""name"": ""Slap"", ""damage"": 20}]","[{""type"": ""Metal"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol1"", ""name"": ""Vol. 1""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-017,017,Mankey,Promos-A,P-A,Pokemon,None,50,Fighting,Basic,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.",Souichirou Gunjima,https://assets.tcgdex.net/en/tcgp/P-A/017,P_A_017.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Reckless Charge"", ""effect"": ""This Pok\u00e9mon also does 10 damage to itself."", ""damage"": 30}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol1"", ""name"": ""Vol. 1""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-018,018,Venusaur,Promos-A,P-A,Pokemon,None,160,Grass,Stage2,Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,Kuroimori,https://assets.tcgdex.net/en/tcgp/P-A/018,P_A_018.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Grass"", ""Grass"", ""Colorless"", ""Colorless""], ""name"": ""Mega Drain"", ""effect"": ""Heal 30 damage from this Pok\u00e9mon."", ""damage"": 80}]","[{""type"": ""Fire"", ""value"": ""+20""}]",3,"[{""id"": ""boo_P-A-vol2"", ""name"": ""Vol. 2""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-019,019,Greninja,Promos-A,P-A,Pokemon,None,120,Water,Stage2,"It creates throwing stars out of compressed water.  When it spins them and throws them at high speed,  these stars can split metal in two.",Sanosuke Sakuma,https://assets.tcgdex.net/en/tcgp/P-A/019,P_A_019.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Water"", ""Colorless""], ""name"": ""Mist Slash"", ""damage"": 60}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol2"", ""name"": ""Vol. 2""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-020,020,Haunter,Promos-A,P-A,Pokemon,None,70,Psychic,Stage1,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,Mékayu,https://assets.tcgdex.net/en/tcgp/P-A/020,P_A_020.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic""], ""name"": ""Surprise Attack"", ""effect"": ""Flip a coin. If tails, this attack does nothing."", ""damage"": 50}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol2"", ""name"": ""Vol. 2""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-021,021,Onix,Promos-A,P-A,Pokemon,None,110,Fighting,Basic,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",Tomokazu Komiya,https://assets.tcgdex.net/en/tcgp/P-A/021,P_A_021.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Fighting"", ""Fighting""], ""name"": ""Land Crush"", ""damage"": 70}]","[{""type"": ""Grass"", ""value"": ""+20""}]",4,"[{""id"": ""boo_P-A-vol2"", ""name"": ""Vol. 2""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-022,022,Jigglypuff,Promos-A,P-A,Pokemon,None,50,Colorless,Basic,"When its huge eyes waver, it sings a mysteriously soothing melody that lulls its enemies to sleep.",Kurata So,https://assets.tcgdex.net/en/tcgp/P-A/022,P_A_022.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Sing"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Asleep.""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol2"", ""name"": ""Vol. 2""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-023,023,Bulbasaur,Promos-A,P-A,Pokemon,None,70,Grass,Basic,There is a plant seed on its back right from the day this Pokémon is born. The seed slowly grows larger.,Kouki Saitou,https://assets.tcgdex.net/en/tcgp/P-A/023,P_A_023.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Grass"", ""Colorless""], ""name"": ""Vine Whip"", ""damage"": 40}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-024,024,Magnemite,Promos-A,P-A,Pokemon,None,60,Lightning,Basic,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",Miki Tanaka,https://assets.tcgdex.net/en/tcgp/P-A/024,P_A_024.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Lightning""], ""name"": ""Lightning Ball"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-025,025,Moltres ex,Promos-A,P-A,Pokemon,None,140,Fire,Basic,,PLANETA Igarashi,https://assets.tcgdex.net/en/tcgp/P-A/025,P_A_025.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fire""], ""name"": ""Inferno Dance"", ""effect"": ""Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pok\u00e9mon in any way you like.""}, {""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""name"": ""Heat Blast"", ""damage"": 70}]","[{""type"": ""Lightning"", ""value"": ""+20""}]",2,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-026,026,Pikachu,Promos-A,P-A,Pokemon,None,60,Lightning,Basic,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",Kouki Saitou,https://assets.tcgdex.net/en/tcgp/P-A/026,P_A_026.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Lightning""], ""name"": ""Gnaw"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,[],"{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-027,027,Snivy,Promos-A,P-A,Pokemon,None,60,Grass,Basic,Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.,Yoriyuki Ikegami,https://assets.tcgdex.net/en/tcgp/P-A/027,P_A_027.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Grass""], ""name"": ""Tackle"", ""damage"": 20}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,"[{""id"": ""boo_P-A-vol3"", ""name"": ""Vol. 3""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
P-A-028,028,Volcarona,Promos-A,P-A,Pokemon,None,120,Fire,Stage1,"Its burning body causes it to be unpopular in hot parts of the world, but in cold ones, Volcarona is revered as an embodiment of the sun.",Shin Nagasawa,https://assets.tcgdex.net/en/tcgp/P-A/028,P_A_028.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fire"", ""Fire"", ""Colorless""], ""name"": ""Volcanic Ash"", ""effect"": ""Discard 2 {R} Energy from this Pok\u00e9mon. This attack does 80 damage to 1 of your opponent's Pok\u00e9mon.""}]","[{""type"": ""Water"", ""value"": ""+20""}]",2,"[{""id"": ""boo_P-A-vol3"", ""name"": ""Vol. 3""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
